,Name,Club,Nationality,Age,Overall,Height,Weight,Position,Preferred Foot,Value,Wage,Acceleration,Finishing,Vision,BallControl,Dribbling,Strength
196,Neto,Valencia CF,Brazil,28,83,190.5,185,GK,Right,21000000.0,41000,53.0,15.0,42.0,24.0,19.0,63.0
197,O. Baumann,TSG 1899 Hoffenheim,Germany,28,83,187.96,181,GK,Right,21000000.0,42000,47.0,11.0,41.0,17.0,19.0,69.0
198,I. Gueye,Everton,Senegal,28,83,175.26,146,RDM,Right,21000000.0,125000,76.0,50.0,67.0,79.0,75.0,70.0
199,H. Mkhitaryan,Arsenal,Armenia,29,83,177.8,165,RM,Right,25500000.0,145000,84.0,74.0,84.0,86.0,84.0,62.0
200,Marcos Alonso,Chelsea,Spain,27,83,187.96,192,LB,Left,24000000.0,130000,69.0,68.0,69.0,83.0,79.0,76.0
201,D. Subašić,AS Monaco,Croatia,33,83,190.5,185,GK,Right,13000000.0,70000,51.0,10.0,52.0,19.0,11.0,80.0
202,K. Glik,AS Monaco,Poland,30,83,190.5,176,RCB,Right,19000000.0,86000,50.0,27.0,23.0,59.0,51.0,90.0
203,K. Strootman,Olympique de Marseille,Netherlands,28,83,185.42,176,CDM,Left,21000000.0,66000,65.0,68.0,79.0,84.0,75.0,81.0
204,B. Dost,Sporting CP,Netherlands,29,83,195.57999999999998,196,ST,Right,26000000.0,26000,49.0,87.0,68.0,74.0,68.0,92.0
205,Oscar,Shanghai SIPG FC,Brazil,26,83,177.8,146,LCM,Right,30500000.0,29000,75.0,76.0,83.0,84.0,78.0,38.0
206,M. Balotelli,OGC Nice,Italy,27,83,187.96,194,LS,Right,27500000.0,55000,76.0,85.0,74.0,85.0,81.0,86.0
207,Luiz Gustavo,Olympique de Marseille,Brazil,30,83,187.96,172,LCB,Left,19000000.0,63000,65.0,48.0,69.0,73.0,68.0,81.0
208,Giuliano,Al Nassr,Brazil,28,83,172.72,150,CAM,Right,26000000.0,64000,85.0,79.0,80.0,84.0,84.0,74.0
209,David Luiz,Chelsea,Brazil,31,83,187.96,190,LCB,Right,17500000.0,130000,59.0,55.0,69.0,79.0,66.0,79.0
210,R. Fährmann,FC Schalke 04,Germany,29,83,198.12,216,GK,Right,20000000.0,38000,38.0,11.0,42.0,24.0,15.0,79.0
211,Juan Mata,Manchester United,Spain,30,83,170.18,139,RM,Left,24500000.0,160000,69.0,78.0,85.0,88.0,82.0,37.0
212,Adán,Atlético Madrid,Spain,31,83,190.5,203,GK,Left,15500000.0,55000,56.0,11.0,42.0,15.0,12.0,77.0
213,Rui Patrício,Wolverhampton Wanderers,Portugal,30,83,190.5,185,GK,Left,16500000.0,74000,53.0,12.0,64.0,23.0,20.0,77.0
214,Y. Sommer,Borussia Mönchengladbach,Switzerland,29,83,182.88,174,GK,Right,20000000.0,35000,48.0,13.0,58.0,25.0,15.0,68.0
215,Javi Martínez,FC Bayern München,Spain,29,83,193.04,190,CDM,Right,20000000.0,94000,49.0,43.0,75.0,74.0,60.0,84.0
216,L. Bender,Bayer 04 Leverkusen,Germany,29,83,185.42,179,RB,Right,20000000.0,82000,66.0,59.0,76.0,75.0,72.0,76.0
217,Lucas Leiva,Lazio,Brazil,31,83,177.8,172,LDM,Right,17500000.0,64000,67.0,62.0,81.0,78.0,77.0,67.0
218,S. Mandanda,Olympique de Marseille,France,33,83,185.42,181,GK,Right,13000000.0,51000,53.0,13.0,55.0,17.0,15.0,61.0
219,Cesc Fàbregas,Chelsea,Spain,31,83,177.8,170,CM,Right,22000000.0,140000,56.0,72.0,91.0,85.0,79.0,61.0
220,M. Dembélé,Tottenham Hotspur,Belgium,30,83,185.42,181,CM,Left,24000000.0,120000,72.0,66.0,80.0,89.0,89.0,89.0
221,F. Ribéry,FC Bayern München,France,35,83,170.18,159,LM,Right,11500000.0,72000,78.0,74.0,84.0,87.0,84.0,60.0
222,R. Jarstein,Hertha BSC,Norway,33,83,190.5,181,GK,Right,13000000.0,33000,40.0,13.0,37.0,23.0,11.0,70.0
223,D. De Rossi,Roma,Italy,34,83,182.88,183,RDM,Right,8000000.0,80000,63.0,50.0,71.0,77.0,64.0,81.0
224,Pepe Reina,Milan,Spain,35,83,187.96,203,GK,Right,6000000.0,56000,50.0,14.0,65.0,23.0,10.0,72.0
225,J. Pavlenka,SV Werder Bremen,Czech Republic,26,82,195.57999999999998,179,GK,Right,19500000.0,30000,35.0,16.0,25.0,19.0,12.0,68.0
226,M. de Ligt,Ajax,Netherlands,18,82,187.96,196,RCB,Right,27000000.0,11000,62.0,53.0,63.0,73.0,65.0,87.0
227,Rodri,Atlético Madrid,Spain,22,82,190.5,181,CM,Right,29000000.0,59000,70.0,64.0,83.0,82.0,77.0,75.0
228,Arthur,FC Barcelona,Brazil,21,82,170.18,161,LCM,Right,32500000.0,125000,68.0,72.0,82.0,83.0,82.0,62.0
229,G. Donnarumma,Milan,Italy,19,82,195.57999999999998,198,GK,Right,29000000.0,23000,46.0,12.0,50.0,28.0,28.0,72.0
230,Rosberto Dourado,Atlético Mineiro,Brazil,30,82,175.26,154,RCM,Right,16500000.0,46000,80.0,53.0,77.0,76.0,77.0,68.0
231,Juiano Mestres,Cruzeiro,Brazil,34,82,180.34,181,RCB,Right,6500000.0,39000,68.0,56.0,50.0,64.0,60.0,79.0
232,Raphaelito Anjos,Grêmio,Brazil,30,82,190.5,187,GK,Right,14000000.0,32000,41.0,8.0,71.0,21.0,9.0,79.0
233,Gelson Martins,Atlético Madrid,Portugal,23,82,172.72,159,RM,Right,29500000.0,59000,95.0,66.0,79.0,83.0,85.0,48.0
234,Gonçalo Guedes,Valencia CF,Portugal,21,82,177.8,150,LM,Right,29000000.0,36000,89.0,75.0,77.0,81.0,86.0,62.0
235,L. Torreira,Arsenal,Uruguay,22,82,167.64000000000001,141,LCM,Right,25000000.0,98000,81.0,50.0,74.0,81.0,78.0,66.0
236,Malcom,FC Barcelona,Brazil,21,82,172.72,163,RW,Left,31500000.0,140000,87.0,75.0,83.0,85.0,85.0,64.0
237,Pau López,Real Betis,Spain,23,82,187.96,170,GK,Left,21500000.0,21000,45.0,19.0,62.0,16.0,18.0,52.0
238,L. Hernández,Atlético Madrid,France,22,82,182.88,168,LB,Left,25500000.0,53000,80.0,42.0,61.0,79.0,65.0,76.0
239,C. Lenglet,FC Barcelona,France,23,82,185.42,179,LCB,Left,26000000.0,135000,72.0,23.0,60.0,76.0,60.0,80.0
240,A. Kramarić,TSG 1899 Hoffenheim,Croatia,27,82,177.8,161,LCM,Right,26000000.0,54000,78.0,86.0,66.0,86.0,87.0,68.0
241,A. Robertson,Liverpool,Scotland,24,82,177.8,141,LB,Left,24500000.0,98000,81.0,57.0,74.0,78.0,76.0,66.0
242,Dani García,Athletic Club de Bilbao,Spain,28,82,180.34,176,RCM,Right,20000000.0,33000,53.0,51.0,76.0,81.0,66.0,75.0
243,F. Bernardeschi,Juventus,Italy,24,82,185.42,170,RM,Left,29500000.0,110000,83.0,70.0,80.0,87.0,86.0,63.0
244,J. Brandt,Bayer 04 Leverkusen,Germany,22,82,185.42,185,LM,Right,30500000.0,68000,78.0,78.0,83.0,85.0,87.0,69.0
245,D. Rugani,Juventus,Italy,23,82,190.5,185,CB,Right,24500000.0,95000,56.0,33.0,50.0,65.0,64.0,79.0
246,Samu Castillejo,Milan,Spain,23,82,182.88,148,RM,Left,29000000.0,94000,85.0,77.0,81.0,83.0,85.0,50.0
247,João Cancelo,Juventus,Portugal,24,82,182.88,163,RB,Right,25500000.0,95000,91.0,58.0,74.0,83.0,84.0,66.0
248,A. Romagnoli,Milan,Italy,23,82,187.96,172,LCB,Left,26500000.0,84000,63.0,30.0,40.0,69.0,65.0,81.0
249,T. Partey,Atlético Madrid,Ghana,25,82,185.42,170,CDM,Right,25500000.0,59000,73.0,63.0,73.0,81.0,78.0,81.0
250,Fred,Manchester United,Brazil,25,82,170.18,141,CM,Left,26500000.0,140000,77.0,74.0,76.0,86.0,79.0,61.0
251,J. Vardy,Leicester City,England,31,82,177.8,163,ST,Right,20000000.0,96000,89.0,85.0,72.0,76.0,76.0,67.0
252,A. Belotti,Torino,Italy,24,82,180.34,159,LS,Right,30000000.0,58000,78.0,88.0,61.0,75.0,78.0,84.0
253,E. Forsberg,RB Leipzig,Sweden,26,82,177.8,163,LM,Right,26000000.0,67000,76.0,70.0,83.0,87.0,82.0,62.0
254,J. Lingard,Manchester United,England,25,82,175.26,137,CAM,Right,26500000.0,140000,84.0,78.0,82.0,83.0,83.0,53.0
255,F. Vázquez,Sevilla FC,Argentina,29,82,185.42,181,LCM,Left,21500000.0,27000,58.0,74.0,84.0,87.0,86.0,79.0
256,E. Višća,Medipol Başakşehir FK,Bosnia Herzegovina,28,82,172.72,139,RM,Right,22500000.0,40000,90.0,80.0,73.0,82.0,82.0,58.0
257,A. Rüdiger,Chelsea,Germany,25,82,190.5,187,CB,Right,22500000.0,110000,67.0,27.0,57.0,69.0,59.0,82.0
258,A. Florenzi,Roma,Italy,27,82,172.72,148,RB,Right,20500000.0,73000,86.0,70.0,76.0,79.0,78.0,67.0
259,H. Maguire,Leicester City,England,25,82,193.04,220,LCB,Right,23500000.0,77000,39.0,43.0,60.0,76.0,70.0,89.0
260,T. Meunier,Paris Saint-Germain,Belgium,26,82,190.5,198,RM,Right,21000000.0,87000,74.0,76.0,71.0,82.0,75.0,85.0
261,S. Sané,FC Schalke 04,Senegal,27,82,195.57999999999998,187,CB,Right,18500000.0,41000,62.0,38.0,62.0,70.0,64.0,88.0
262,G. Kondogbia,Valencia CF,Central African Rep.,25,82,187.96,176,CM,Left,27500000.0,46000,69.0,69.0,78.0,82.0,78.0,91.0
263,Rafinha,FC Barcelona,Brazil,25,82,175.26,157,CAM,Left,29500000.0,165000,71.0,73.0,81.0,84.0,87.0,66.0
264,Gabriel Paulista,Valencia CF,Brazil,27,82,187.96,174,LCB,Right,21000000.0,44000,71.0,42.0,65.0,69.0,60.0,82.0
265,Morata,Chelsea,Spain,25,82,187.96,187,ST,Right,28500000.0,135000,76.0,80.0,76.0,82.0,83.0,78.0
266,J. Cillessen,FC Barcelona,Netherlands,29,82,185.42,183,GK,Right,18000000.0,135000,54.0,10.0,60.0,32.0,12.0,67.0
267,W. Ben Yedder,Sevilla FC,France,27,82,170.18,150,RS,Right,23500000.0,28000,87.0,84.0,79.0,83.0,84.0,60.0
268,C. Bakambu,Beijing Sinobo Guoan FC,DR Congo,27,82,182.88,161,ST,Right,26000000.0,33000,88.0,84.0,73.0,82.0,80.0,76.0
269,Pablo Sarabia,Sevilla FC,Spain,26,82,175.26,154,RCM,Left,26000000.0,26000,75.0,78.0,84.0,84.0,86.0,58.0
270,W. Zaha,Crystal Palace,Ivory Coast,25,82,180.34,146,LS,Right,28500000.0,78000,89.0,77.0,77.0,87.0,90.0,75.0
271,Luis Alberto,Lazio,Spain,25,82,182.88,163,CF,Right,28500000.0,67000,77.0,80.0,87.0,88.0,86.0,67.0
272,Jonathan Viera,Beijing Sinobo Guoan FC,Spain,28,82,170.18,141,LF,Right,22500000.0,31000,86.0,78.0,84.0,82.0,84.0,67.0
273,Bartra,Real Betis,Spain,27,82,182.88,161,CB,Right,21000000.0,32000,75.0,55.0,75.0,80.0,70.0,71.0
274,S. Coates,Sporting CP,Uruguay,27,82,195.57999999999998,203,RCB,Right,21000000.0,19000,46.0,42.0,50.0,62.0,64.0,94.0
275,Willian José,Real Sociedad,Brazil,26,82,187.96,205,ST,Right,26500000.0,44000,62.0,84.0,68.0,80.0,79.0,90.0
276,Mário Fernandes,PFC CSKA Moscow,Russia,27,82,187.96,176,RB,Right,18500000.0,1000,79.0,56.0,73.0,79.0,77.0,75.0
277,Víctor Ruiz,Villarreal CF,Spain,29,82,185.42,172,LCB,Left,19500000.0,43000,55.0,37.0,56.0,71.0,53.0,87.0
278,T. Delaney,Borussia Dortmund,Denmark,26,82,182.88,174,LCM,Left,21500000.0,61000,76.0,72.0,77.0,77.0,73.0,79.0
279,K. Casteels,VfL Wolfsburg,Belgium,26,82,198.12,190,GK,Left,19500000.0,46000,44.0,15.0,42.0,23.0,14.0,72.0
280,M. Götze,Borussia Dortmund,Germany,26,82,175.26,165,CM,Right,27000000.0,67000,74.0,75.0,86.0,90.0,84.0,68.0
281,S. Mustafi,Arsenal,Germany,26,82,182.88,181,RCB,Right,22500000.0,115000,58.0,58.0,55.0,70.0,53.0,78.0
282,J. Pastore,Roma,Argentina,29,82,187.96,172,CAM,Right,21500000.0,84000,69.0,73.0,87.0,86.0,87.0,64.0
283,Pedro,Chelsea,Spain,30,82,170.18,143,RW,Right,21000000.0,140000,79.0,78.0,77.0,85.0,84.0,47.0
284,G. Bonaventura,Milan,Italy,28,82,180.34,165,CM,Right,22000000.0,115000,75.0,70.0,82.0,85.0,83.0,66.0
285,R. Bürki,Borussia Dortmund,Switzerland,27,82,187.96,187,GK,Right,18500000.0,50000,44.0,8.0,50.0,23.0,12.0,74.0
286,Taison,Shakhtar Donetsk,Brazil,30,82,172.72,141,LM,Right,21000000.0,1000,93.0,76.0,79.0,85.0,87.0,62.0
287,S. Nzonzi,Roma,France,29,82,195.57999999999998,165,CDM,Right,17000000.0,77000,44.0,64.0,77.0,81.0,72.0,92.0
288,Marlos,Shakhtar Donetsk,Ukraine,30,82,175.26,152,RM,Left,21000000.0,1000,85.0,79.0,82.0,88.0,87.0,62.0
289,A. Ramsey,Arsenal,Wales,27,82,182.88,168,CAM,Right,25000000.0,130000,64.0,74.0,79.0,82.0,81.0,67.0
290,K. Trippier,Tottenham Hotspur,England,27,82,177.8,159,RB,Right,18500000.0,99000,76.0,48.0,80.0,80.0,75.0,65.0
291,A. Kolarov,Roma,Serbia,32,82,187.96,183,LB,Left,12500000.0,73000,73.0,55.0,77.0,76.0,79.0,77.0
292,G. Sigurðsson,Everton,Iceland,28,82,185.42,181,CAM,Right,22500000.0,125000,58.0,77.0,86.0,85.0,80.0,68.0
293,S. Giovinco,Toronto FC,Italy,31,82,162.56,134,CF,Right,20000000.0,15000,88.0,80.0,81.0,86.0,86.0,42.0
294,M. Arnautović,West Ham United,Austria,29,82,193.04,183,LS,Right,22000000.0,120000,79.0,78.0,77.0,85.0,84.0,84.0
295,N. Gaitán,Dalian YiFang FC,Argentina,30,82,172.72,146,CAM,Left,21000000.0,22000,84.0,71.0,82.0,83.0,84.0,46.0
296,J. Henderson,Liverpool,England,28,82,182.88,176,RCM,Right,18000000.0,125000,67.0,67.0,83.0,80.0,73.0,72.0
297,M. Kruse,SV Werder Bremen,Germany,30,82,180.34,168,ST,Left,21500000.0,45000,69.0,83.0,83.0,85.0,82.0,72.0
298,M. Parolo,Lazio,Italy,33,82,182.88,165,RDM,Right,9000000.0,59000,68.0,70.0,78.0,79.0,75.0,77.0
299,L. Fejsa,SL Benfica,Serbia,29,82,182.88,176,CDM,Right,17000000.0,18000,52.0,49.0,63.0,72.0,68.0,78.0
300,A. Rami,Olympique de Marseille,France,32,82,190.5,198,RCB,Right,12500000.0,57000,52.0,45.0,44.0,68.0,56.0,91.0
301,V. Ćorluka,Lokomotiv Moscow,Croatia,32,82,193.04,185,LCB,Right,12500000.0,1000,49.0,44.0,60.0,73.0,65.0,86.0
302,G. Wijnaldum,Liverpool,Netherlands,27,82,175.26,152,CAM,Right,23000000.0,130000,77.0,70.0,78.0,84.0,84.0,72.0
303,F. Fazio,Roma,Argentina,31,82,195.57999999999998,187,LCB,Right,15000000.0,73000,36.0,41.0,47.0,72.0,48.0,91.0
304,O. Giroud,Chelsea,France,31,82,193.04,203,ST,Left,20000000.0,140000,43.0,83.0,76.0,83.0,70.0,88.0
305,Marcano,Roma,Spain,31,82,187.96,170,CB,Left,15000000.0,73000,67.0,43.0,48.0,67.0,54.0,77.0
306,A. Guardado,Real Betis,Mexico,31,82,170.18,148,CM,Left,19000000.0,35000,74.0,60.0,83.0,84.0,80.0,57.0
307,E. Garay,Valencia CF,Argentina,31,82,187.96,198,RCB,Right,15000000.0,44000,34.0,58.0,63.0,73.0,60.0,88.0
308,Jardel,SL Benfica,Brazil,32,82,193.04,192,LCB,Right,12500000.0,17000,50.0,38.0,49.0,60.0,52.0,89.0
309,S. Sirigu,Torino,Italy,31,82,193.04,176,GK,Right,13500000.0,45000,50.0,10.0,55.0,18.0,15.0,66.0
310,E. Viviano,Sporting CP,Italy,32,82,195.57999999999998,198,GK,Left,12500000.0,15000,30.0,17.0,60.0,22.0,18.0,58.0
311,L. Koscielny,Arsenal,France,32,82,185.42,165,CB,Right,12500000.0,115000,64.0,32.0,56.0,66.0,62.0,75.0
312,A. Consigli,Sassuolo,Italy,31,82,187.96,181,GK,Right,13500000.0,52000,48.0,10.0,46.0,23.0,10.0,51.0
313,L. Biglia,Milan,Argentina,32,82,177.8,139,CDM,Right,12500000.0,98000,65.0,50.0,80.0,84.0,80.0,65.0
314,Dani Alves,Paris Saint-Germain,Brazil,35,82,172.72,150,RB,Right,4800000.0,62000,77.0,61.0,78.0,86.0,84.0,55.0
315,David Villa,New York City FC,Spain,36,82,175.26,152,ST,Right,8000000.0,12000,72.0,86.0,75.0,85.0,83.0,66.0
316,Aduriz,Athletic Club de Bilbao,Spain,37,82,182.88,172,ST,Right,8000000.0,29000,64.0,83.0,73.0,82.0,76.0,82.0
317,P. Čech,Arsenal,Czech Republic,36,82,195.57999999999998,198,GK,Left,3000000.0,60000,35.0,12.0,53.0,22.0,12.0,63.0
318,Casillas,FC Porto,Spain,37,82,185.42,185,GK,Left,1500000.0,10000,59.0,12.0,65.0,23.0,25.0,70.0
319,M. Rashford,Manchester United,England,20,81,185.42,154,LW,Right,27000000.0,110000,90.0,78.0,74.0,80.0,83.0,71.0
320,Laure Santeiro,Fluminense,Brazil,30,81,170.18,139,CAM,Left,17000000.0,40000,86.0,72.0,80.0,82.0,82.0,48.0
321,L. Bailey,Bayer 04 Leverkusen,Jamaica,20,81,177.8,174,LM,Left,26500000.0,54000,94.0,75.0,77.0,82.0,86.0,59.0
322,M. Akanji,Borussia Dortmund,Switzerland,22,81,187.96,187,LCB,Right,21000000.0,49000,72.0,36.0,66.0,75.0,67.0,84.0
323,F. de Jong,Ajax,Netherlands,21,81,180.34,154,LDM,Right,26000000.0,19000,74.0,52.0,85.0,88.0,86.0,69.0
324,Nélson Semedo,FC Barcelona,Portugal,24,81,177.8,148,RB,Right,20000000.0,125000,91.0,50.0,62.0,78.0,80.0,62.0
325,Pablo Fornals,Villarreal CF,Spain,22,81,177.8,148,CAM,Right,24000000.0,36000,71.0,77.0,86.0,81.0,81.0,67.0
326,Fabián,Napoli,Spain,22,81,187.96,154,LM,Left,26000000.0,64000,69.0,79.0,82.0,83.0,81.0,69.0
327,E. Bailly,Manchester United,Ivory Coast,24,81,185.42,170,CB,Right,21000000.0,105000,68.0,33.0,54.0,65.0,60.0,85.0
328,Dani Ceballos,Real Madrid,Spain,21,81,177.8,154,LCM,Right,25000000.0,120000,73.0,68.0,83.0,85.0,85.0,62.0
329,H. Lozano,PSV,Mexico,22,81,175.26,154,LS,Right,24000000.0,22000,94.0,77.0,75.0,80.0,84.0,59.0
330,Morales,Levante UD,Spain,30,81,180.34,154,LS,Right,17000000.0,33000,88.0,80.0,75.0,83.0,87.0,60.0
331,J. Seri,Fulham,Ivory Coast,26,81,170.18,161,LDM,Right,20500000.0,73000,75.0,69.0,83.0,84.0,78.0,63.0
332,M. Politano,Inter,Italy,24,81,170.18,148,RM,Left,22500000.0,57000,85.0,74.0,75.0,83.0,84.0,45.0
333,M. Brozović,Inter,Croatia,25,81,180.34,150,LDM,Right,18500000.0,64000,69.0,69.0,80.0,83.0,81.0,66.0
334,Williams,Athletic Club de Bilbao,Spain,24,81,185.42,174,LW,Right,24500000.0,31000,92.0,77.0,75.0,81.0,82.0,85.0
335,A. Correa,Atlético Madrid,Argentina,23,81,170.18,150,RM,Right,24500000.0,54000,87.0,82.0,78.0,87.0,87.0,63.0
336,A. Christensen,Chelsea,Denmark,22,81,187.96,179,LCB,Right,21500000.0,91000,66.0,36.0,62.0,74.0,68.0,73.0
337,João Mário,Inter,Portugal,25,81,177.8,161,CAM,Right,22500000.0,71000,73.0,64.0,81.0,83.0,83.0,68.0
338,T. Strakosha,Lazio,Albania,23,81,193.04,172,GK,Right,17000000.0,36000,41.0,18.0,49.0,15.0,14.0,56.0
339,E. Hysaj,Napoli,Albania,24,81,182.88,154,RB,Right,20000000.0,58000,79.0,47.0,59.0,77.0,75.0,69.0
340,P. Zieliński,Napoli,Poland,24,81,180.34,165,RCM,Right,24500000.0,64000,82.0,65.0,82.0,85.0,84.0,54.0
341,Ricardo Pereira,Leicester City,Portugal,24,81,175.26,154,RB,Right,19000000.0,64000,88.0,61.0,75.0,79.0,83.0,60.0
342,Grimaldo,SL Benfica,Spain,22,81,170.18,152,LB,Left,20500000.0,14000,85.0,50.0,60.0,82.0,83.0,63.0
343,R. Guerreiro,Borussia Dortmund,Portugal,24,81,170.18,157,LM,Left,24000000.0,54000,82.0,75.0,79.0,84.0,83.0,49.0
344,A. Doucouré,Watford,France,25,81,182.88,168,RDM,Right,19500000.0,60000,63.0,73.0,76.0,80.0,78.0,81.0
345,J. Martínez,Atlanta United,Venezuela,25,81,170.18,152,LS,Right,22500000.0,14000,89.0,84.0,58.0,78.0,75.0,73.0
346,C. Bacca,Villarreal CF,Colombia,31,81,180.34,170,LS,Right,16000000.0,45000,73.0,84.0,68.0,80.0,80.0,74.0
347,A. Plea,Borussia Mönchengladbach,France,25,81,180.34,174,LW,Right,22000000.0,40000,78.0,82.0,78.0,79.0,78.0,77.0
348,B. Davies,Tottenham Hotspur,Wales,25,81,182.88,168,LB,Left,18500000.0,87000,76.0,58.0,75.0,79.0,76.0,69.0
349,M. Nastasić,FC Schalke 04,Serbia,25,81,187.96,183,LCB,Left,18500000.0,36000,65.0,30.0,55.0,65.0,43.0,78.0
350,A. Milik,Napoli,Poland,24,81,185.42,172,CF,Left,25500000.0,71000,69.0,88.0,60.0,78.0,74.0,78.0
351,M. Sabitzer,RB Leipzig,Austria,24,81,177.8,170,LM,Right,22500000.0,54000,83.0,79.0,79.0,81.0,79.0,76.0
352,B. Mendy,Manchester City,France,23,81,185.42,187,LB,Left,20000000.0,105000,77.0,33.0,76.0,79.0,80.0,81.0
353,C. Kramer,Borussia Mönchengladbach,Germany,27,81,190.5,168,CDM,Right,17000000.0,35000,52.0,45.0,73.0,81.0,71.0,69.0
354,S. Vrsaljko,Inter,Croatia,26,81,180.34,168,RB,Right,18000000.0,57000,82.0,44.0,68.0,79.0,74.0,73.0
355,T. Hazard,Borussia Mönchengladbach,Belgium,25,81,175.26,152,RW,Right,21500000.0,40000,86.0,69.0,80.0,83.0,85.0,62.0
356,K. Bellarabi,Bayer 04 Leverkusen,Germany,28,81,182.88,179,RM,Right,18000000.0,76000,90.0,72.0,76.0,83.0,87.0,68.0
357,S. Zaza,Torino,Italy,27,81,185.42,185,RS,Left,21000000.0,48000,79.0,80.0,66.0,79.0,77.0,88.0
358,F. Ghoulam,Napoli,Algeria,27,81,182.88,176,LB,Left,16500000.0,68000,71.0,54.0,69.0,80.0,79.0,68.0
359,B. Lecomte,Montpellier HSC,France,27,81,185.42,172,GK,Left,15000000.0,27000,44.0,11.0,41.0,23.0,11.0,55.0
360,J. Iličić,Atalanta,Slovenia,30,81,190.5,174,CAM,Left,17000000.0,41000,67.0,78.0,82.0,87.0,83.0,74.0
361,K. Volland,Bayer 04 Leverkusen,Germany,25,81,177.8,187,ST,Left,22000000.0,76000,78.0,81.0,81.0,81.0,79.0,82.0
362,Paco Alcácer,Borussia Dortmund,Spain,24,81,175.26,159,ST,Right,23500000.0,59000,82.0,85.0,65.0,81.0,78.0,64.0
363,Vitolo,Atlético Madrid,Spain,28,81,185.42,174,LM,Right,18000000.0,65000,78.0,77.0,78.0,83.0,84.0,81.0
364,G. Xhaka,Arsenal,Switzerland,25,81,185.42,181,LDM,Left,22000000.0,115000,47.0,49.0,81.0,80.0,70.0,75.0
365,D. Tadić,Ajax,Serbia,29,81,180.34,168,LAM,Left,17500000.0,26000,69.0,74.0,85.0,86.0,85.0,62.0
366,C. Aránguiz,Bayer 04 Leverkusen,Chile,29,81,170.18,154,LDM,Right,17000000.0,76000,76.0,64.0,81.0,82.0,75.0,63.0
367,S. Verdi,Napoli,Italy,25,81,170.18,134,RW,Left,19500000.0,77000,88.0,67.0,82.0,86.0,84.0,48.0
368,D. Lovren,Liverpool,Croatia,28,81,187.96,185,RCB,Right,16000000.0,115000,54.0,33.0,56.0,67.0,63.0,82.0
369,G. Medel,Beşiktaş JK,Chile,30,81,170.18,143,RCB,Right,13000000.0,56000,72.0,31.0,72.0,71.0,63.0,83.0
370,X. Shaqiri,Liverpool,Switzerland,26,81,170.18,159,CAM,Left,19000000.0,130000,84.0,71.0,81.0,84.0,86.0,73.0
371,J. Corona,FC Porto,Mexico,25,81,172.72,137,RM,Right,21500000.0,18000,87.0,76.0,77.0,84.0,91.0,39.0
372,A. Areola,Paris Saint-Germain,France,25,81,195.57999999999998,207,GK,Right,16500000.0,61000,54.0,19.0,34.0,22.0,12.0,80.0
373,K. Vogt,TSG 1899 Hoffenheim,Germany,26,81,193.04,187,CB,Right,17500000.0,42000,66.0,50.0,67.0,71.0,67.0,85.0
374,Ander Herrera,Manchester United,Spain,28,81,182.88,154,CM,Right,17500000.0,140000,75.0,71.0,78.0,82.0,77.0,67.0
375,E. Salvio,SL Benfica,Argentina,27,81,172.72,170,RW,Right,18500000.0,19000,89.0,77.0,76.0,84.0,85.0,63.0
376,S. El Shaarawy,Roma,Italy,25,81,177.8,159,LM,Right,21000000.0,77000,86.0,78.0,73.0,86.0,84.0,54.0
377,C. Smalling,Manchester United,England,28,81,193.04,179,RCB,Right,16000000.0,130000,61.0,54.0,49.0,58.0,59.0,87.0
378,Hulk,Shanghai SIPG FC,Brazil,31,81,180.34,187,RCM,Left,15500000.0,25000,81.0,81.0,75.0,79.0,82.0,92.0
379,S. Kagawa,Borussia Dortmund,Japan,29,81,175.26,150,CAM,Right,17500000.0,65000,74.0,76.0,80.0,83.0,86.0,39.0
380,M. Lanzini,West Ham United,Argentina,25,81,167.64000000000001,130,CAM,Right,23000000.0,90000,84.0,70.0,79.0,86.0,87.0,39.0
381,F. Smolov,Lokomotiv Moscow,Russia,28,81,187.96,176,ST,Right,18500000.0,1000,88.0,84.0,75.0,78.0,77.0,75.0
382,L. Stindl,Borussia Mönchengladbach,Germany,29,81,180.34,176,CF,Right,18000000.0,43000,74.0,79.0,83.0,83.0,78.0,69.0
383,O. Toprak,Borussia Dortmund,Turkey,28,81,185.42,183,CB,Right,16000000.0,59000,71.0,28.0,59.0,71.0,63.0,78.0
384,D. Perotti,Roma,Argentina,29,81,177.8,154,LW,Right,17500000.0,84000,86.0,66.0,84.0,88.0,88.0,60.0
385,F. Muslera,Galatasaray SK,Uruguay,32,81,190.5,163,GK,Right,10000000.0,52000,60.0,10.0,58.0,23.0,25.0,68.0
386,B. Höwedes,Lokomotiv Moscow,Germany,30,81,187.96,170,RCB,Right,13000000.0,1000,52.0,51.0,57.0,65.0,59.0,78.0
387,S. Kjær,Sevilla FC,Denmark,29,81,187.96,185,RCB,Right,14000000.0,23000,56.0,55.0,49.0,71.0,46.0,80.0
388,S. Bender,Bayer 04 Leverkusen,Germany,29,81,185.42,176,LCB,Right,14000000.0,69000,65.0,39.0,65.0,60.0,58.0,77.0
389,M. Valbuena,Fenerbahçe SK,France,33,81,167.64000000000001,139,LM,Right,11000000.0,86000,81.0,74.0,77.0,82.0,83.0,37.0
390,Pedro León,SD Eibar,Spain,31,81,182.88,161,RM,Right,15500000.0,32000,63.0,76.0,82.0,85.0,84.0,63.0
